ZIP,Keyword,Business Name,Address,Phone,Website,Rating,User Ratings,Google Maps Link
10128,local shop,Design Brand Print – Your Local Print Shop,"21-34 Broadway, Queens, NY 11106, USA",(718) 956-8600,https://www.designbrandprint.com/,4.5,39,https://www.google.com/maps/place/?q=place_id:ChIJMUEWOG9fwokR72kosnysT2s
10128,local shop,Tomer's Gourmet Market,"1201 Lexington Ave, New York, NY 10028, USA",(212) 796-1933,,4.4,84,https://www.google.com/maps/place/?q=place_id:ChIJT2kb-NBZwokRchIr6piv5qc
10128,local shop,The Pet Market,"1227 3rd Ave, New York, NY 10021, USA",(917) 409-1625,https://www.petmarketnyc.com/,4.6,58,https://www.google.com/maps/place/?q=place_id:ChIJXdG11upZwokRpZlZ7PkLvw4
10128,grocery store,Fairway Market of 86th Street,"240 East 86th St, New York, NY 10028, USA",(718) 569-4511,https://www.fairwaymarket.com/,4.1,2373,https://www.google.com/maps/place/?q=place_id:ChIJQ75KlYlYwokRN76w58GDi00
10128,grocery store,Westside Market NYC,"2589 Broadway, New York, NY 10025, USA",(212) 316-0222,https://wmarketnyc.com/2589-broadway/?utm_source=gmb&utm_medium=Yext,4.3,1086,https://www.google.com/maps/place/?q=place_id:ChIJh2Vwgij2wokRgDuVnvX7ryY
10128,grocery store,Key Food Supermarkets,"733 Amsterdam Ave, New York, NY 10025, USA",(212) 665-9900,https://www.keyfood755.com/,3.8,550,https://www.google.com/maps/place/?q=place_id:ChIJucAzxif2wokRCjzR46Fk3JE
10128,grocery store,MORTON WILLIAMS SUPERMARKETS,"1331 1st Ave, New York, NY 10021, USA",(212) 439-0636,https://www.mortonwilliams.com/our-locations,4,699,https://www.google.com/maps/place/?q=place_id:ChIJg4OMoMFYwokRTxs3OH9NQGg
10128,grocery store,City Fresh Market,"2115 Broadway, Astoria, NY 11106, USA",(718) 728-1112,http://mycityfreshmarket.com/2115,4,719,https://www.google.com/maps/place/?q=place_id:ChIJg9chLDRfwokRJmxSMq7PSvc
10128,grocery store,Eastside Convenience corporation,"1726 1st Ave, New York, NY 10128, USA",(212) 360-6651,,4.3,16,https://www.google.com/maps/place/?q=place_id:ChIJe53tB7BYwokRsAvg558bzZY
10128,grocery store,Family deli and grocery,"350e East 86th St, New York, NY 10028, USA",,,4.7,12,https://www.google.com/maps/place/?q=place_id:ChIJvfZFCABZwokRljO4F_kMQTE
10128,grocery store,MORTON WILLIAMS SUPERMARKETS,"1251 3rd Ave, New York, NY 10021, USA",(917) 472-7611,https://www.mortonwilliams.com/our-locations,4.1,213,https://www.google.com/maps/place/?q=place_id:ChIJ54xCElhZwokRUFGlkOugKXw
10128,grocery store,City Fresh Market,"125 E 116th St, New York, NY 10029, USA",(646) 590-3050,https://mycityfreshmarket.com/,4.2,802,https://www.google.com/maps/place/?q=place_id:ChIJEefDrAj2wokRhYRYyXVD5gc
10128,grocery store,Morton Williams Supermarkets,"1066 3rd Ave, New York, NY 10065, USA",(212) 935-9551,http://www.mortonwilliams.com/,4.1,716,https://www.google.com/maps/place/?q=place_id:ChIJQyEH0ehYwokRdBbXzsOGYmQ
10128,grocery store,Morton Williams Supermarket,"1565 1st Ave, New York, NY 10028, USA",(212) 249-2851,https://www.mortonwilliams.com/our-locations,3.6,364,https://www.google.com/maps/place/?q=place_id:ChIJYXC-FblYwokR9xWuqc58d7g
10128,grocery store,Westside Market NYC,"1407 Lexington Ave, New York, NY 10128, USA",(212) 348-2382,https://wmarketnyc.com/1407-lexington-avenue/?utm_source=gmb&utm_medium=Yext,4,244,https://www.google.com/maps/place/?q=place_id:ChIJq6p6ZqRYwokRKr95OI06Z7g
10128,grocery store,East Side Grocery,"1422 2nd Ave, New York, NY 10021, USA",(212) 288-6640,https://shopesg.com/,4.7,54,https://www.google.com/maps/place/?q=place_id:ChIJhfCIZsBYwokRR5QSabn9M6c
10128,grocery store,Fairway Market of 74th Street,"2131 Broadway, New York, NY 10023, USA",(718) 569-4500,https://www.fairwaymarket.com/,4.2,2252,https://www.google.com/maps/place/?q=place_id:ChIJQ75KlYlYwokRs7U2ntd8bOU
10128,grocery store,Green Gourmet,"1368 York Ave, New York, NY 10021, USA",(212) 879-4600,http://www.greengourmetyorkave.com/,3.9,141,https://www.google.com/maps/place/?q=place_id:ChIJ_ewQz8ZYwokRbUd69SY4BRE
10128,grocery store,Westside Market NYC,"2840 Broadway, New York, NY 10025, USA",(212) 222-3367,https://wmarketnyc.com/2840-broadway/?utm_source=gmb&utm_medium=Yext,4.3,1997,https://www.google.com/maps/place/?q=place_id:ChIJ80cfcTv2wokRx50S2iq9Hf4
10128,grocery store,MORTON WILLIAMS SUPERMARKETS,"140 W 57th St, New York, NY 10019, USA",(212) 586-7750,https://www.mortonwilliams.com/our-locations,4.3,1212,https://www.google.com/maps/place/?q=place_id:ChIJlTWmZvdYwokROyEKYwbPEwo
10128,grocery store,Yorkville Deli Market,"1751 2nd Ave, New York, NY 10128, USA",(646) 758-9696,https://www.yorkvilledeli.com/,4.4,205,https://www.google.com/maps/place/?q=place_id:ChIJGWXEi61ZwokRFPNt20CpHpM
10128,grocery store,809 Lexington Grocery Store,"809 Lexington Ave #2FL, New York, NY 10065, USA",(212) 838-9795,,3.8,53,https://www.google.com/maps/place/?q=place_id:ChIJnwyAPO9YwokROlnP4BujIt4
10128,grocery store,Cherry Valley Marketplace,"1968 2nd Ave, New York, NY 10029, USA",(212) 369-2974,http://cherryvalleymarketplace.com/1968,4.1,1472,https://www.google.com/maps/place/?q=place_id:ChIJN9MCsalYwokR8ADWpO9TH3k
10128,grocery store,In & Out Deli Grocery,"2176 2nd Ave, New York, NY 10029, USA",(917) 265-8535,,4.4,8,https://www.google.com/maps/place/?q=place_id:ChIJb7qb2wb2wokRjvpI8KQHXiU
10128,grocery store,Freshy's Deli & Grocery,"941 Columbus Ave, New York, NY 10025, USA",(212) 666-0109,https://www.grubhub.com/restaurant/freshys-deli--grocery-941-columbus-ave-new-york/309616,4.3,289,https://www.google.com/maps/place/?q=place_id:ChIJA8jRASP2wokRLmUEVQ46SeA
10128,grocery store,Space Market,"524 Columbus Ave, New York, NY 10024, USA",(862) 404-1219,http://www.spacemarketnewyork.com/,3.3,45,https://www.google.com/maps/place/?q=place_id:ChIJgZ-C3YRYwokR_6XTG-O64a4
10128,grocery store,Carnegie Market,"1245 Park Ave, New York, NY 10128, USA",(646) 609-2122,,4.3,56,https://www.google.com/maps/place/?q=place_id:ChIJ00EFUVNZwokR_c7OMYgM12k
10128,grocery store,Morton Williams Supermarkets,"1211 Madison Ave, New York, NY 10128, USA",(212) 722-0229,https://www.mortonwilliams.com/our-locations,4.1,396,https://www.google.com/maps/place/?q=place_id:ChIJSxyuyaJYwokRnrldro_G1Ps
10128,grocery store,Fresh Food Corner,"1431 York Ave, New York, NY 10021, USA",(212) 585-4004,https://themenustar1.com/webspace/menus.php?code=orderfreshfoodcorner.com,3.6,32,https://www.google.com/maps/place/?q=place_id:ChIJGftSQMdYwokR5u3fWGNTIn4
10128,grocery store,Madison Deli & Grocery,"1550 Madison Ave, New York, NY 10029, USA",(212) 987-8830,,3.3,29,https://www.google.com/maps/place/?q=place_id:ChIJuTCG-Rz2wokRN9ICsPodtm0
10128,grocery store,El Tepeyac Market: Dalila's Tacos,"126 E 103rd St, New York, NY 10029, USA",(212) 987-8364,http://eltepeyactaqueria103.com/,4.6,245,https://www.google.com/maps/place/?q=place_id:ChIJ2WX0VB32wokRjYMN2qw0GoI
10128,grocery store,Shop Fair of 110th Street,"160 E 110th St, New York, NY 10029, USA",(212) 860-2999,,4,787,https://www.google.com/maps/place/?q=place_id:ChIJCZNccQT2wokRx9_P-Lq0jiA
10128,grocery store,251 La Bodeguita Grocery Store,"251 E 119th St, New York, NY 10035, USA",(646) 575-0844,,4.5,36,https://www.google.com/maps/place/?q=place_id:ChIJQbukGAj2wokR_4bMnz5DgIY
10128,grocery store,Morton Williams Supermarkets,"1031 1st Ave, New York, NY 10022, USA",(212) 486-0340,https://www.mortonwilliams.com/our-locations,4,508,https://www.google.com/maps/place/?q=place_id:ChIJ0dtMz-ZYwokRo0RsQAlsIyw
10128,grocery store,Laith Grocery Deli,"1932 3rd Ave, New York, NY 10029, USA",,,2.3,3,https://www.google.com/maps/place/?q=place_id:ChIJAR-tqQP2wokRHOfsrMEper8
10128,grocery store,Fine Fare Supermarkets,"1891 3rd Ave, New York, NY 10029, USA",(212) 987-8059,http://www.finefaresupermarkets.com,4.2,699,https://www.google.com/maps/place/?q=place_id:ChIJ8-66MNz1wokR3I0vInL7kGw
10128,grocery store,Barzini's,"2451 Broadway, New York, NY 10024, USA",(212) 874-4992,http://www.grocery.com/stores/barzinis/,3.3,299,https://www.google.com/maps/place/?q=place_id:ChIJja1RVoJYwokR1pkbQ_Z7cH4
10128,grocery store,J J Food Market Corporation,"1551 Lexington Ave, New York, NY 10029, USA",(212) 831-5160,,4.2,30,https://www.google.com/maps/place/?q=place_id:ChIJdX0ft6dYwokRV79fbY3Zo0U
10128,grocery store,1773 Express Deli,"1773 1st Ave, New York, NY 10128, USA",(212) 369-9510,https://1773expressdeli.com/,4.1,135,https://www.google.com/maps/place/?q=place_id:ChIJvQqb7q9YwokRhKiKl2YXajM
10128,grocery store,Lantigua Grocery,"3074 14th St, Astoria, NY 11102, USA",(718) 728-6540,,4.3,69,https://www.google.com/maps/place/?q=place_id:ChIJE4e7OEpfwokRo2544AQEztg
10128,grocery store,Ma Deli & Grocery,"148 E 103rd Street Lexington Ave NY, 150 E 103rd St, New York, NY 10029, USA",(212) 722-9127,http://hotflatsandwich.com/,5,3,https://www.google.com/maps/place/?q=place_id:ChIJ0RGAsgL2wokRn--RfSmGfwk
10128,grocery store,Shop Fair of 116th Street,"178 E 116th St, New York, NY 10029, USA",(917) 409-1293,,4.2,634,https://www.google.com/maps/place/?q=place_id:ChIJJ_xmGQb2wokRTy0vMyDx9q4
10128,grocery store,Trade Fair,"30-08 30th Ave., Astoria, NY 11102, USA",(718) 728-9484,https://tradefairny.com/,4,1472,https://www.google.com/maps/place/?q=place_id:ChIJCY6bmkdfwokRZa2TNYLMeP8
10128,grocery store,ACME Markets,"481 River Rd, Edgewater, NJ 07020, USA",(201) 840-8006,https://local.acmemarkets.com/nj/edgewater/481-river-rd.html,4.1,1493,https://www.google.com/maps/place/?q=place_id:ChIJ17n6vMr3wokRJGWBEM03nZ4
10128,grocery store,Target Grocery,"150 East 86th St, New York, NY 10028, USA",(646) 758-8596,https://www.target.com/c/order-pickup/-/N-ng0a0?aisles_cid=5xt1a%2CGrocery%2C%2Fc%2Fgrocery%2F-%2FN-5xt1a,4.2,29,https://www.google.com/maps/place/?q=place_id:ChIJg0YDCrRZwokRmOGGLElLiiU
10128,grocery store,Newoxford Delia Grocery,"2035 1st Ave, New York, NY 10029, USA",(212) 289-6388,,4,6,https://www.google.com/maps/place/?q=place_id:ChIJY0VH5gH2wokRDJz_KLdHKj0
10128,grocery store,3rd Avenue Garden,"1616 3rd Ave, New York, NY 10128, USA",(212) 876-1717,,3.8,43,https://www.google.com/maps/place/?q=place_id:ChIJVfOK7KRYwokRFD0ckqNRUJA
10128,grocery store,Whole Foods Market,"1551 3rd Ave, New York, NY 10128, USA",(646) 891-3888,https://www.wholefoodsmarket.com/stores/uppereastside?utm_source=google&utm_medium=organic&utm_campaign=listings,4,2851,https://www.google.com/maps/place/?q=place_id:ChIJ155rWbtYwokRLX7PL1o55Vs
10128,grocery store,Butterfield Market,"1150 Madison Ave, New York, NY 10028, USA",(212) 758-2800,http://butterfieldmarket.com/,4.2,312,https://www.google.com/maps/place/?q=place_id:ChIJR2zp7YZZwokRI3OkWSDkb_E
10128,grocery store,Prime Gourmet Market,"1770 1st Ave, New York, NY 10128, USA",(212) 831-1777,,4.3,49,https://www.google.com/maps/place/?q=place_id:ChIJC77OAMRZwokRT_tepcsVtg0
10128,grocery store,Grace's Marketplace,"1299 2nd Ave, New York, NY 10065, USA",(212) 737-0600,http://gracesmarketplace.com/,4.1,329,https://www.google.com/maps/place/?q=place_id:ChIJD-XpiupYwokRf4iMusF6h3g
10128,grocery store,Whole Foods Market,"808 Columbus Ave, New York, NY 10025, USA",(212) 222-6160,https://www.wholefoodsmarket.com/stores/upperwestside?utm_source=google&utm_medium=organic&utm_campaign=listings,4.2,2781,https://www.google.com/maps/place/?q=place_id:ChIJ-6ZxFif2wokRaRaETTJc_9Q
10128,grocery store,1705 Deli Grocery,"1705 Lexington Ave, New York, NY 10029, USA",(347) 590-9524,,4.5,21,https://www.google.com/maps/place/?q=place_id:ChIJcc60EwP2wokRow4DZOZfhzY
10128,grocery store,Flavors NYC Inc,"1384 1st Ave, New York, NY 10021, USA",(917) 675-7289,,4.2,22,https://www.google.com/maps/place/?q=place_id:ChIJWxmLiwRZwokRYrz_RWiOaTs
10128,grocery store,Milano Market,"1582 3rd Ave, New York, NY 10128, USA",(212) 996-6681,https://www.milanomarketnyc.com/,4,993,https://www.google.com/maps/place/?q=place_id:ChIJG-9EsaRYwokRgiYzN1ew-WA
10128,grocery store,Citarella Gourmet Market - Upper East Side,"1313 3rd Ave, New York, NY 10021, USA",(212) 874-0383,http://www.citarella.com/content/citarella-upper-eastside/,4.4,886,https://www.google.com/maps/place/?q=place_id:ChIJQfNP-r9YwokRO29Ofs2mhYc
10128,grocery store,Manhattan Grocery Corp.,"45 W 107th St, New York, NY 10025, USA",(212) 749-9416,,4.1,11,https://www.google.com/maps/place/?q=place_id:ChIJy0zDjCL2wokRC9yaFfSYOik
10128,grocery store,Fresh Food Farm,"1310 2nd Ave, New York, NY 10065, USA",(212) 585-4111,https://www.freshfoodfarmny.com/,3.1,26,https://www.google.com/maps/place/?q=place_id:ChIJNXiAY6ZZwokRVVSUCguWTVQ
10128,grocery store,Agata & Valentina,"1505 1st Ave, New York, NY 10075, USA",(212) 452-0690,https://www.agatavalentina.com/,4.3,760,https://www.google.com/maps/place/?q=place_id:ChIJtW2myLhYwokRS6qs9B8iDI8
10128,grocery store,TAB Grocery Inc. DELI,"1737 2nd Ave, New York, NY 10128, USA",(212) 828-5612,,2.6,8,https://www.google.com/maps/place/?q=place_id:ChIJOYGnLqVYwokRKWnRVjuBMv8
10128,grocery store,La Costeñita Grocery,"2175 2nd Ave, New York, NY 10029, USA",(212) 426-5691,,4.2,39,https://www.google.com/maps/place/?q=place_id:ChIJc-2SyQb2wokR5HtTpQ1-MAs
10128,grocery store,Target,"150 East 86th St, New York, NY 10028, USA",(646) 758-8596,https://www.target.com/sl/upper-east-side-86th-and-lex/3387,3.6,197,https://www.google.com/maps/place/?q=place_id:ChIJUSd4bQpZwokRuDkSNeHUvNs
10128,grocery store,City Fresh Market,"235 E 106th St #4005, New York, NY 10029, USA",(212) 369-8444,http://mycityfreshmarket.com/235,4.1,346,https://www.google.com/maps/place/?q=place_id:ChIJPVguNAL2wokRLboYsUE74Jo
10128,mini mart,Adam mini mart,"3-8 27th Ave, Astoria, NY 11102, USA",(845) 284-6069,,3.7,6,https://www.google.com/maps/place/?q=place_id:ChIJAavQwaJfwokRtV45fvUFji8
10128,mini mart,Shell,"1855 1st Ave, New York, NY 10128, USA",(212) 426-8351,https://find.shell.com/us/fuel/10047189-1855-1st-ave/en_US,3.7,321,https://www.google.com/maps/place/?q=place_id:ChIJq8fzIa9YwokROklzwk3TIp8
10128,mini mart,Vape Blvd Shop/Next door Minimart/Groceries/beer/vapes,"34-43 Vernon Blvd, Astoria, NY 11106, USA",(917) 832-6143,,4.2,45,https://www.google.com/maps/place/?q=place_id:ChIJX4Rt8ctYwokRRBDBknKC6R4
10128,mini mart,MAXI MINI MART,"30-96 12th St, Long Island City, NY 11102, USA",(347) 448-6894,,3.5,32,https://www.google.com/maps/place/?q=place_id:ChIJ7WPjLLJfwokR78D4uAvdRuI
10128,mini mart,ElGHTH Street Mini Mart Corp,"801 Astoria Blvd, Astoria, NY 11102, USA",(718) 777-8277,,4.7,17,https://www.google.com/maps/place/?q=place_id:ChIJX_rHeUxfwokRiEEAVcN8NfY
10128,mini mart,Mini Market Corp.,"133 E 106th St, New York, NY 10029, USA",(347) 818-7554,,3.8,10,https://www.google.com/maps/place/?q=place_id:ChIJt0XVIgP2wokRphAosMDptyY
10128,mini mart,midtown mini market,"1095 2nd Ave, New York, NY 10022, USA",,,4.9,126,https://www.google.com/maps/place/?q=place_id:ChIJ7TsrlqhZwokRJhJLU7S5D1Q
10128,mini mart,A & D Mini Mart,"1107 1st Ave, New York, NY 10065, USA",(212) 759-3298,,5,3,https://www.google.com/maps/place/?q=place_id:ChIJmYeVWuFZwokRbNqC1TT0lX8
10128,mini mart,Alexander’s Organic Mini Mart,"1121 1st Ave, New York, NY 10065, USA",,,5,1,https://www.google.com/maps/place/?q=place_id:ChIJmzz7YABZwokRFZrGn_eCCuc
10128,mini mart,Mini Mart,"2154 Frederick Douglass Blvd, New York, NY 10026, USA",,,3,4,https://www.google.com/maps/place/?q=place_id:ChIJt-zYlRb2wokRafa4M9Fo0D8
10128,mini mart,Smart Way Mini Mart Inc,"2928 30th Ave., Astoria, NY 11102, USA",(718) 274-1609,,,,https://www.google.com/maps/place/?q=place_id:ChIJn6KulEdfwokRarXJ-BngIbw
10128,mini mart,Murry Hill Mini Mart,"520 3rd Ave, New York, NY 10016, USA",(646) 309-5767,,4.5,6,https://www.google.com/maps/place/?q=place_id:ChIJP03zbwZZwokRTxxEcbuaqY0
10128,mini mart,Dunkin',"3-19 27th Ave, Queens, NY 11102, USA",(347) 242-3320,https://locations.dunkindonuts.com/en/ny/queens/3-19-27th-avenue/365333?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=365333&y_source=1_MTA4OTUzMDA3My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2.9,15,https://www.google.com/maps/place/?q=place_id:ChIJxYRAbgBfwokRE3FkoZXcg5s
10128,mini mart,Sunnyside Mini Mart,"41-01 48th St, Sunnyside, NY 11104, USA",,,3,2,https://www.google.com/maps/place/?q=place_id:ChIJ0RPbJABfwokRrkEA1bycnsQ
10128,mini mart,Olive Tree Deli & Grill Mini Mart,"3060 Broadway, New York, NY 10027, USA",(212) 749-4200,,4.5,57,https://www.google.com/maps/place/?q=place_id:ChIJ7dpYdUD2wokRd2SZJAp1ado
10128,mini mart,2154 3 Sisters Grocery And Deli Inc.,"2154 Frederick Douglass Blvd, New York, NY 10026, USA",(646) 398-9211,,4.1,16,https://www.google.com/maps/place/?q=place_id:ChIJ45H-lRb2wokR8YQiudHKMGA
10128,mini mart,Carolina Mini Mart Corp,"New York, NY 10039, USA",,,5,2,https://www.google.com/maps/place/?q=place_id:ChIJre5oaYD2wokRBAgSN24MUJ8
10128,mini mart,NYC Mega Mart,"New York, NY 10019, USA",,,4.2,6,https://www.google.com/maps/place/?q=place_id:ChIJIXYPC1ZYwokRUnnTu_sGT0U
10128,mini mart,Heaven on 7th Marketplace,"850 7th Ave, New York, NY 10019, USA",(646) 398-8206,https://www.heavenon7th.com/,4.8,389,https://www.google.com/maps/place/?q=place_id:ChIJ0-zA1vBZwokRon0fGj-6z7U
10128,mini mart,Skillman Mini Market,"48-10 Skillman Ave, Long Island City, NY 11104, USA",,,3.5,4,https://www.google.com/maps/place/?q=place_id:ChIJO_JLmdlfwokRAOOusYpToP8
10128,mini mart,Niha Mini Mart,"6302 Broadway, Flushing, NY 11377, USA",,,3.8,4,https://www.google.com/maps/place/?q=place_id:ChIJ3xwz6ARfwokR2B2HReezKVw
10128,mini mart,Queens Mini Market,"4501 Queens Blvd, Long Island City, NY 11104, USA",,,5,2,https://www.google.com/maps/place/?q=place_id:ChIJqz9QJ9lewokRtP_8Pm058ic
10128,mini mart,Angel Mini Food Mart,"3511 John F. Kennedy Blvd, Jersey City, NJ 07307, USA",(201) 653-0003,,4,23,https://www.google.com/maps/place/?q=place_id:ChIJMUBuy2xXwokR7eBgNQkS3bU
10128,mini mart,Mini Mart Deli Grocery,"1068 Manhattan Ave, Brooklyn, NY 11222, USA",,,1,4,https://www.google.com/maps/place/?q=place_id:ChIJccBZVeRZwokRV0V2LZW6afQ
10128,mini mart,Mini Mart & Deli,"445 Audubon Ave, New York, NY 10040, USA",(646) 484-6180,,3.6,20,https://www.google.com/maps/place/?q=place_id:ChIJo7Efkhv0wokRkxZM7HtxjAM
10128,mini mart,Mini-mart,"Ridgefield, NJ 07657, USA",,,,,https://www.google.com/maps/place/?q=place_id:ChIJjxWnXJb3wokRGRQdbFENbmQ
10128,mini mart,Hoboken Mini Mart,"532 Washington St # A, Hoboken, NJ 07030, USA",(856) 633-2989,,4.1,13,https://www.google.com/maps/place/?q=place_id:ChIJo1aCkt9ZwokR_8k4q_3psww
10128,mini mart,Corona Mini Mart,"9707 57th Ave, Corona, NY 11368, USA",(718) 606-8158,,5,1,https://www.google.com/maps/place/?q=place_id:ChIJgWFxOTVewokRoIAcfVcfv2A
10128,mini mart,Mecca Mini Mart,"Fairview, NJ 07022, USA",,,,,https://www.google.com/maps/place/?q=place_id:ChIJEckC1bj3wokRKC8HnUR_LdU
10128,mini mart,Max's Mini Mart,"135 33rd St, Union City, NJ 07087, USA",,,5,1,https://www.google.com/maps/place/?q=place_id:ChIJsSnu6ChYwokR1OKybxR8kOM
10128,mini mart,99¢ Mini Mart,"Bronx, NY 10457, USA",,,,,https://www.google.com/maps/place/?q=place_id:ChIJDTBHi3r0wokRSjcnw_5DFnk
10128,mini mart,MINI MART,"83-10 37th Ave, Jackson Heights, NY 11372, USA",(718) 255-1256,,,,https://www.google.com/maps/place/?q=place_id:ChIJYyC6Z0FfwokRRZ3E2pIwd2U
10128,mini mart,Jah Seal Mini Mart,"2041 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA",(646) 476-6521,,4.8,32,https://www.google.com/maps/place/?q=place_id:ChIJS_N5QmH3wokRyzBGZByVee8
10128,mini mart,Mini Mart Convenience Inc.,"Bronx, NY 10468, USA",,,,,https://www.google.com/maps/place/?q=place_id:ChIJDZQA14fzwokRYhiylXof7og
10128,mini mart,Minimart,"6415 108th St, Forest Hills, NY 11375, USA",(718) 897-7839,,3.9,32,https://www.google.com/maps/place/?q=place_id:ChIJv5O8QSxewokRqaEOEzzp68I
10128,mini mart,Maspeth Mini Mart,"6928 Grand Ave, Maspeth, NY 11378, USA",(718) 397-5633,,5,6,https://www.google.com/maps/place/?q=place_id:ChIJF2UHc_RewokRaCORJ4UYMxQ
10128,mini mart,Mini Mart Deli & Grocery,"1015 New York Ave, Union City, NJ 07087, USA",(201) 590-9147,,4.7,7,https://www.google.com/maps/place/?q=place_id:ChIJU5b5cI1XwokR9QQYyxnTBSI
10128,mini mart,Mini Mart,"41-55 Main St, Flushing, NY 11355, USA",,,3.6,14,https://www.google.com/maps/place/?q=place_id:ChIJ1YM27RlhwokReVeUvpdrL00
10128,mini mart,Best Way Mini Mart,"685 Morris Park Ave, Bronx, NY 10462, USA",(718) 684-5660,,4.2,21,https://www.google.com/maps/place/?q=place_id:ChIJZ-hEz5f0wokR9qvzYGV-HVQ
10128,mini mart,Wyckoff organic mini mart,"301 Wyckoff Ave, Brooklyn, NY 11237, USA",,,5,2,https://www.google.com/maps/place/?q=place_id:ChIJzWaD_QpdwokRgCP8kA2NpRQ
10128,mini mart,Mini Mart,"64th Road, 97-02 Queens Blvd, Rego Park, NY 11374, USA",(718) 897-1539,,3.2,19,https://www.google.com/maps/place/?q=place_id:ChIJISr1Oe5fwokR-RvZ6IQKI1c
10128,mini mart,Ez Minimart,"52 Rivington St, New York, NY 10002, USA",(212) 475-7962,,4.1,14,https://www.google.com/maps/place/?q=place_id:ChIJ37dHl4ZZwokRT3Na6X8YCpA
10128,mini mart,Sammy Mini Mart,"112 Audubon Ave, New York, NY 10032, USA",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8eT_4J32wokR1ipFZ7GsMCc
10128,mini mart,S & P Mini Market Corp,"270 E 165th St, Bronx, NY 10456, USA",(718) 293-1805,,,,https://www.google.com/maps/place/?q=place_id:ChIJO4HwJTT0wokRuiK6crcXbFI
10128,mini mart,Bushwick Mini Mart INC.,"1124 Bushwick Ave, Brooklyn, NY 11221, USA",(347) 400-9059,,5,1,https://www.google.com/maps/place/?q=place_id:ChIJawNAhxNcwokR_nWNOlDxIf8
10128,mini mart,mini mart,"773 Palisade Ave, Cliffside Park, NJ 07010, USA",(201) 224-5939,,3.5,15,https://www.google.com/maps/place/?q=place_id:ChIJYVdoflP2wokRBVOTt3F0qCI
10128,mini mart,Ds Mini Food Mart inc,"3457 42nd St, Astoria, NY 11101, USA",(929) 424-3370,,4,4,https://www.google.com/maps/place/?q=place_id:ChIJH9jDngpfwokRARAQzRVT8EU
10128,mini mart,K.M.S Mini Mart Inc.,"Glendale, NY 11385, USA",,,5,1,https://www.google.com/maps/place/?q=place_id:ChIJI2ggedVdwokRmAs3EaHQpPw
10128,mini mart,Ocean Coffee and Deli Mini Mart,"624 Ocean Ave, Jersey City, NJ 07305, USA",(201) 918-6962,,5,4,https://www.google.com/maps/place/?q=place_id:ChIJwXPmHAJRwokRU1GaLG0w8KU
10128,mini mart,Natural Mini Market,"224 Kosciuszko St, Brooklyn, NY 11216, USA",(718) 942-5661,,4.5,92,https://www.google.com/maps/place/?q=place_id:ChIJs1oUxfJbwokRvgQtJG9Bzys
10128,mini mart,A&H Mini Mart,"323 Ralph Ave, Brooklyn, NY 11233, USA",(347) 789-6218,,3.3,12,https://www.google.com/maps/place/?q=place_id:ChIJg1PUnW9cwokR8djMX2pT6gE
10128,mini mart,Valentine Mini Mart,"2130 Valentine Ave, Bronx, NY 10457, USA",,https://www.instagram.com/valentine_mini_mart?igsh=MWJwcGFwNTNuazA3aA%3D%3D&utm_source=qr,3.9,11,https://www.google.com/maps/place/?q=place_id:ChIJX2my9Hr0wokRdpirpBFKl04
10128,mini mart,500 GRAND MINI MART,"Borinquen Pl, Brooklyn, NY 11211, USA",(347) 537-7033,,4.3,6,https://www.google.com/maps/place/?q=place_id:ChIJ4eWjeeJbwokRiSb1upGy27k
10128,mini mart,M&H Market (Tony's Store),"6201 Palisade Ave, West New York, NJ 07093, USA",,,4.2,19,https://www.google.com/maps/place/?q=place_id:ChIJR1XLXwtZwokRkwoAEi7c5OI
10128,mini mart,GALAXY STATION MINI MART INC.,"85-05 Astoria Blvd, East Elmhurst, NY 11372, USA",,,3.6,16,https://www.google.com/maps/place/?q=place_id:ChIJL9hcup5fwokRCI7NS_gIZZc
10128,mini mart,Mini Mart and Dollar Store,"41-05 69th St, Woodside, NY 11377, USA",(718) 406-9113,,,,https://www.google.com/maps/place/?q=place_id:ChIJX5vrcUBfwokRw9tSPN2NALQ
10128,mini mart,MINI MART,"Queens, NY 11385, USA",,,1,1,https://www.google.com/maps/place/?q=place_id:ChIJte2eSA9ewokRqc7SC1EVxLk
10128,mini mart,Fuel 4 Mini Mart,"39 I-78, Jersey City, NJ 07310, USA",,,,,https://www.google.com/maps/place/?q=place_id:ChIJl3o3NQBXwokRPC1gavVAMqs
10128,mini mart,Mama Yoshi Mini Mart,"17-11 Grove St, Ridgewood, NY 11385, USA",(917) 943-5011,https://linktr.ee/mamayoshiminimartnyc,4.8,206,https://www.google.com/maps/place/?q=place_id:ChIJF8D0myldwokRYIJRrmBMwuQ
10128,mini mart,South Main Mini Mart,"79 S Main St, Lodi, NJ 07644, USA",(973) 859-0747,,3.8,10,https://www.google.com/maps/place/?q=place_id:ChIJo68piXL5wokRYf8FMLn29Bo
10128,small business store,Eastside Convenience corporation,"1726 1st Ave, New York, NY 10128, USA",(212) 360-6651,,4.3,16,https://www.google.com/maps/place/?q=place_id:ChIJe53tB7BYwokRsAvg558bzZY
